query	subject	e_value	bitscore	pident	length
A8Y7P0	sp|Q96NZ8|WFKN1_HUMAN	7.72e-11	47.8	43.137	51
A8Y7P0	sp|Q96NZ8|WFKN1_HUMAN	5.12e-06	33.9	32.203	59
A8Y7P0	sp|Q8IUA0|WFDC8_HUMAN	3.36e-09	42.7	39.216	51
A8Y7P0	sp|Q6UDR6|SPIT4_HUMAN	4.39e-09	41.2	37.662	77
A8Y7P0	sp|Q9BQY6|WFDC6_HUMAN	3.15e-05	31.2	46.667	30
A8Y7P2	sp|P05067|A4_HUMAN	9.83e-17	64.3	51.064	47
A8Y7P2	sp|Q06481|APLP2_HUMAN	1.04e-16	64.3	45.614	57
A8Y7P2	sp|Q06481|APLP2_HUMAN	0.54	19.6	43.75	16
A8Y7P2	sp|P10646|TFPI1_HUMAN	3.02e-16	62.8	47.368	57
A8Y7P2	sp|P10646|TFPI1_HUMAN	2.05e-13	54.7	37.736	53
A8Y7P2	sp|P10646|TFPI1_HUMAN	8.84e-13	53.1	44.444	54
A8Y7P2	sp|P49223|SPIT3_HUMAN	5.03e-15	56.2	40.741	54
A8Y7P2	sp|P12111|CO6A3_HUMAN	7.81e-15	58.9	40.385	52
A8Y7P2	sp|O43291|SPIT2_HUMAN	1.56e-14	57.8	43.333	60
A8Y7P2	sp|O43291|SPIT2_HUMAN	2.26e-11	48.9	38.462	52
A8Y7P2	sp|Q8TEU8|WFKN2_HUMAN	6.37e-14	56.2	43.137	51
A8Y7P2	sp|Q8TEU8|WFKN2_HUMAN	3.21e-07	37.4	33.333	51
A8Y7P2	sp|P48307|TFPI2_HUMAN	1.01e-12	52.4	44.0	50
A8Y7P2	sp|P48307|TFPI2_HUMAN	3.63e-10	45.4	45.098	51
A8Y7P2	sp|P48307|TFPI2_HUMAN	2.38e-05	32.0	33.333	60
A8Y7P2	sp|P02760|AMBP_HUMAN	1.02e-12	52.8	50.98	51
A8Y7P2	sp|P02760|AMBP_HUMAN	6.54e-11	47.8	42.308	52
A8Y7P2	sp|O95925|EPPI_HUMAN	1.09e-12	51.2	36.207	58
A8Y7P2	sp|Q2UY09|COSA1_HUMAN	1.57e-12	52.4	37.097	62
A8Y7P2	sp|O95428|PPN_HUMAN	2.26e-12	52.0	40.678	59
A8Y7P2	sp|O95428|PPN_HUMAN	8.0	16.5	50.0	12
A8Y7P2	sp|O43278|SPIT1_HUMAN	3.03e-12	51.6	45.283	53
A8Y7P2	sp|O43278|SPIT1_HUMAN	6.25e-12	50.8	38.462	65
A8Y7P2	sp|Q96NZ8|WFKN1_HUMAN	7.57e-11	47.8	43.137	51
A8Y7P2	sp|Q96NZ8|WFKN1_HUMAN	3.57e-05	31.6	30.508	59
A8Y7P2	sp|Q02388|CO7A1_HUMAN	1.89e-10	46.6	38.889	54
A8Y7P2	sp|Q6UDR6|SPIT4_HUMAN	1.35e-08	39.7	37.662	77
A8Y7P2	sp|Q8IUA0|WFDC8_HUMAN	2.07e-08	40.4	37.255	51
A8Y7P2	sp|Q9BQY6|WFDC6_HUMAN	8.1e-06	32.7	46.667	30
A8Y7P3	sp|P10646|TFPI1_HUMAN	1.28e-16	63.5	47.368	57
A8Y7P3	sp|P10646|TFPI1_HUMAN	2.13e-13	54.7	37.037	54
A8Y7P3	sp|P10646|TFPI1_HUMAN	3.49e-13	54.3	44.444	54
A8Y7P3	sp|Q06481|APLP2_HUMAN	6.65e-16	62.0	43.86	57
A8Y7P3	sp|P49223|SPIT3_HUMAN	7.5e-16	58.2	42.593	54
A8Y7P3	sp|P05067|A4_HUMAN	1.27e-15	61.2	50.0	46
A8Y7P3	sp|P12111|CO6A3_HUMAN	6.95e-15	59.3	41.176	51
A8Y7P3	sp|O43291|SPIT2_HUMAN	1.68e-14	57.4	43.333	60
A8Y7P3	sp|O43291|SPIT2_HUMAN	1.69e-10	46.6	36.538	52
A8Y7P3	sp|P02760|AMBP_HUMAN	2.1e-14	57.8	50.98	51
A8Y7P3	sp|P02760|AMBP_HUMAN	8.19e-11	47.4	41.176	51
A8Y7P3	sp|Q8TEU8|WFKN2_HUMAN	2.89e-13	54.7	41.176	51
A8Y7P3	sp|Q8TEU8|WFKN2_HUMAN	1.26e-06	35.8	30.769	52
A8Y7P3	sp|Q2UY09|COSA1_HUMAN	3.26e-13	54.3	36.508	63
A8Y7P3	sp|Q2UY09|COSA1_HUMAN	0.53	19.6	30.303	33
A8Y7P3	sp|P48307|TFPI2_HUMAN	6.91e-13	53.1	44.0	50
A8Y7P3	sp|P48307|TFPI2_HUMAN	3.06e-10	45.8	45.098	51
A8Y7P3	sp|P48307|TFPI2_HUMAN	4.39e-06	33.9	35.0	60
A8Y7P3	sp|O95925|EPPI_HUMAN	1.44e-12	50.8	36.207	58
A8Y7P3	sp|O43278|SPIT1_HUMAN	4.44e-12	51.2	38.462	65
A8Y7P3	sp|O43278|SPIT1_HUMAN	1.85e-11	49.3	43.396	53
A8Y7P3	sp|O95428|PPN_HUMAN	9.6e-12	50.1	38.983	59
A8Y7P3	sp|O95428|PPN_HUMAN	3.6	17.3	50.0	12
A8Y7P3	sp|Q02388|CO7A1_HUMAN	8.54e-11	47.8	38.889	54
A8Y7P3	sp|Q96NZ8|WFKN1_HUMAN	1.35e-10	47.0	43.137	51
A8Y7P3	sp|Q96NZ8|WFKN1_HUMAN	0.000768	27.7	27.586	58
A8Y7P3	sp|Q6UDR6|SPIT4_HUMAN	3.81e-10	43.9	40.26	77
A8Y7P3	sp|Q8IUA0|WFDC8_HUMAN	1.7e-08	40.8	36.538	52
A8Y7P3	sp|Q9BQY6|WFDC6_HUMAN	2.25e-05	31.6	46.667	30
A8Y7P4	sp|P10646|TFPI1_HUMAN	7.38e-17	64.3	47.368	57
A8Y7P4	sp|P10646|TFPI1_HUMAN	1.16e-13	55.5	37.037	54
A8Y7P4	sp|P10646|TFPI1_HUMAN	1.43e-12	52.4	44.444	54
A8Y7P4	sp|Q06481|APLP2_HUMAN	1.68e-15	60.8	43.86	57
A8Y7P4	sp|P05067|A4_HUMAN	3.2e-15	60.1	50.0	46
A8Y7P4	sp|P49223|SPIT3_HUMAN	5.49e-15	55.8	42.593	54
A8Y7P4	sp|P12111|CO6A3_HUMAN	1.88e-14	57.8	41.176	51
A8Y7P4	sp|P02760|AMBP_HUMAN	5.18e-14	56.6	50.98	51
A8Y7P4	sp|P02760|AMBP_HUMAN	1.98e-10	46.6	41.176	51
A8Y7P4	sp|O43291|SPIT2_HUMAN	1.5e-13	55.1	43.333	60
A8Y7P4	sp|O43291|SPIT2_HUMAN	4.17e-10	45.4	36.538	52
A8Y7P4	sp|Q2UY09|COSA1_HUMAN	5.97e-13	53.5	36.508	63
A8Y7P4	sp|Q2UY09|COSA1_HUMAN	0.5	20.0	27.778	36
A8Y7P4	sp|Q8TEU8|WFKN2_HUMAN	3.89e-12	51.2	39.216	51
A8Y7P4	sp|Q8TEU8|WFKN2_HUMAN	3.72e-07	37.4	30.769	52
A8Y7P4	sp|Q8TEU8|WFKN2_HUMAN	1.9	18.1	30.435	23
A8Y7P4	sp|P48307|TFPI2_HUMAN	4.83e-12	50.8	47.059	51
A8Y7P4	sp|P48307|TFPI2_HUMAN	6.88e-12	50.4	42.0	50
A8Y7P4	sp|P48307|TFPI2_HUMAN	7.03e-06	33.5	35.0	60
A8Y7P4	sp|O43278|SPIT1_HUMAN	9.14e-12	50.4	38.462	65
A8Y7P4	sp|O43278|SPIT1_HUMAN	4.45e-11	48.1	43.396	53
A8Y7P4	sp|O95925|EPPI_HUMAN	1.72e-11	48.1	36.207	58
A8Y7P4	sp|O95428|PPN_HUMAN	2.45e-11	48.9	38.983	59
A8Y7P4	sp|O95428|PPN_HUMAN	1.3	18.9	46.154	13
A8Y7P4	sp|Q02388|CO7A1_HUMAN	8.85e-10	44.7	37.037	54
A8Y7P4	sp|Q6UDR6|SPIT4_HUMAN	1.25e-09	42.4	40.26	77
A8Y7P4	sp|Q96NZ8|WFKN1_HUMAN	1.75e-09	43.9	41.176	51
A8Y7P4	sp|Q96NZ8|WFKN1_HUMAN	0.000223	29.3	27.586	58
A8Y7P4	sp|Q8IUA0|WFDC8_HUMAN	4.6e-08	39.7	36.538	52
A8Y7P4	sp|Q9BQY6|WFDC6_HUMAN	4.11e-05	30.8	46.667	30
A8Y7P5	sp|P10646|TFPI1_HUMAN	2.3e-16	63.2	36.508	63
A8Y7P5	sp|P10646|TFPI1_HUMAN	9.46e-16	61.6	42.373	59
A8Y7P5	sp|P10646|TFPI1_HUMAN	3.62e-13	54.3	46.296	54
A8Y7P5	sp|P12111|CO6A3_HUMAN	9.06e-16	62.0	46.154	52
A8Y7P5	sp|P12111|CO6A3_HUMAN	2.9	17.7	23.077	52
A8Y7P5	sp|Q06481|APLP2_HUMAN	1.42e-14	58.5	43.077	65
A8Y7P5	sp|Q8TEU8|WFKN2_HUMAN	1.58e-14	58.5	45.098	51
A8Y7P5	sp|Q8TEU8|WFKN2_HUMAN	5.46e-08	39.7	29.412	51
A8Y7P5	sp|O95925|EPPI_HUMAN	1.44e-13	53.5	40.0	55
A8Y7P5	sp|P02760|AMBP_HUMAN	1.79e-13	55.5	43.86	57
A8Y7P5	sp|P02760|AMBP_HUMAN	1.27e-11	50.1	39.216	51
A8Y7P5	sp|P49223|SPIT3_HUMAN	2.16e-13	52.0	37.037	54
A8Y7P5	sp|P48307|TFPI2_HUMAN	2.23e-13	54.7	41.071	56
A8Y7P5	sp|P48307|TFPI2_HUMAN	2.15e-12	52.0	44.0	50
A8Y7P5	sp|P48307|TFPI2_HUMAN	1.04e-05	33.1	31.034	58
A8Y7P5	sp|Q2UY09|COSA1_HUMAN	4.01e-13	54.3	35.484	62
A8Y7P5	sp|O95428|PPN_HUMAN	1.05e-12	53.1	39.683	63
A8Y7P5	sp|P05067|A4_HUMAN	1.77e-12	52.8	40.0	50
A8Y7P5	sp|Q02388|CO7A1_HUMAN	5.09e-12	51.2	40.741	54
A8Y7P5	sp|Q02388|CO7A1_HUMAN	1.4	18.9	42.105	19
A8Y7P5	sp|Q02388|CO7A1_HUMAN	8.9	16.5	83.333	6
A8Y7P5	sp|Q02388|CO7A1_HUMAN	8.9	16.5	83.333	6
A8Y7P5	sp|O43291|SPIT2_HUMAN	4.27e-11	48.5	36.066	61
A8Y7P5	sp|O43291|SPIT2_HUMAN	4.71e-11	48.1	32.308	65
A8Y7P5	sp|Q96NZ8|WFKN1_HUMAN	1.42e-10	47.0	41.176	51
A8Y7P5	sp|Q96NZ8|WFKN1_HUMAN	3.16e-05	32.0	31.148	61
A8Y7P5	sp|O43278|SPIT1_HUMAN	1.44e-10	47.0	31.507	73
A8Y7P5	sp|O43278|SPIT1_HUMAN	5.83e-10	45.4	31.746	63
A8Y7P5	sp|O43278|SPIT1_HUMAN	4.0	17.3	41.176	17
A8Y7P5	sp|Q8IUA0|WFDC8_HUMAN	8.91e-10	44.7	37.5	56
A8Y7P5	sp|Q6UDR6|SPIT4_HUMAN	3.53e-09	41.6	34.177	79
A8Y7P5	sp|Q9BQY6|WFDC6_HUMAN	3.28e-06	34.3	50.0	30
A8Y7P5	sp|Q9BQY6|WFDC6_HUMAN	0.65	19.6	38.71	31
A8Y7P6	sp|Q06481|APLP2_HUMAN	6.27e-17	65.1	44.828	58
A8Y7P6	sp|Q06481|APLP2_HUMAN	0.54	19.6	43.75	16
A8Y7P6	sp|P10646|TFPI1_HUMAN	6.41e-17	64.7	46.552	58
A8Y7P6	sp|P10646|TFPI1_HUMAN	2.59e-13	54.7	34.286	70
A8Y7P6	sp|P10646|TFPI1_HUMAN	1.22e-12	52.8	44.444	54
A8Y7P6	sp|P05067|A4_HUMAN	7.06e-17	64.7	51.064	47
A8Y7P6	sp|P49223|SPIT3_HUMAN	2.18e-15	57.0	40.741	54
A8Y7P6	sp|O43291|SPIT2_HUMAN	4.8e-15	58.9	43.333	60
A8Y7P6	sp|O43291|SPIT2_HUMAN	9.68e-11	47.0	35.849	53
A8Y7P6	sp|P12111|CO6A3_HUMAN	1.35e-14	58.5	40.385	52
A8Y7P6	sp|Q8TEU8|WFKN2_HUMAN	2.72e-14	57.4	43.137	51
A8Y7P6	sp|Q8TEU8|WFKN2_HUMAN	1.22e-07	38.5	33.333	51
A8Y7P6	sp|P02760|AMBP_HUMAN	3.51e-13	54.3	50.98	51
A8Y7P6	sp|P02760|AMBP_HUMAN	3.97e-11	48.5	42.308	52
A8Y7P6	sp|O43278|SPIT1_HUMAN	5.02e-13	53.9	40.0	65
A8Y7P6	sp|O43278|SPIT1_HUMAN	1.9e-12	52.4	45.283	53
A8Y7P6	sp|O95428|PPN_HUMAN	1.41e-12	52.8	41.667	60
A8Y7P6	sp|O95428|PPN_HUMAN	8.1	16.5	50.0	12
A8Y7P6	sp|O95428|PPN_HUMAN	8.6	16.2	33.333	21
A8Y7P6	sp|Q2UY09|COSA1_HUMAN	1.48e-12	52.4	35.484	62
A8Y7P6	sp|O95925|EPPI_HUMAN	2.42e-12	50.1	36.207	58
A8Y7P6	sp|P48307|TFPI2_HUMAN	1.3e-11	49.7	45.283	53
A8Y7P6	sp|P48307|TFPI2_HUMAN	2.19e-11	48.9	42.0	50
A8Y7P6	sp|P48307|TFPI2_HUMAN	6.83e-06	33.5	35.0	60
A8Y7P6	sp|Q02388|CO7A1_HUMAN	1.91e-11	49.3	37.5	64
A8Y7P6	sp|Q96NZ8|WFKN1_HUMAN	8.03e-11	47.8	43.137	51
A8Y7P6	sp|Q96NZ8|WFKN1_HUMAN	5.54e-06	33.9	34.615	52
A8Y7P6	sp|Q8IUA0|WFDC8_HUMAN	2.95e-09	43.1	39.216	51
A8Y7P6	sp|Q6UDR6|SPIT4_HUMAN	9.48e-09	40.0	37.037	54
A8Y7P6	sp|Q9BQY6|WFDC6_HUMAN	2.85e-05	31.6	46.667	30
B2KTG1	sp|P12111|CO6A3_HUMAN	1.37e-17	66.6	45.098	51
B2KTG1	sp|P12111|CO6A3_HUMAN	0.12	21.6	38.235	34
B2KTG1	sp|P10646|TFPI1_HUMAN	6.05e-17	64.7	41.791	67
B2KTG1	sp|P10646|TFPI1_HUMAN	3.55e-15	59.7	46.296	54
B2KTG1	sp|P10646|TFPI1_HUMAN	4.45e-14	56.6	37.313	67
B2KTG1	sp|P49223|SPIT3_HUMAN	6.08e-16	58.5	44.444	54
B2KTG1	sp|Q8TEU8|WFKN2_HUMAN	6.89e-15	58.9	42.623	61
B2KTG1	sp|Q8TEU8|WFKN2_HUMAN	1.56e-07	38.1	28.788	66
B2KTG1	sp|Q6UDR6|SPIT4_HUMAN	3.16e-13	51.6	42.308	52
B2KTG1	sp|Q96NZ8|WFKN1_HUMAN	4.94e-13	53.9	43.137	51
B2KTG1	sp|Q96NZ8|WFKN1_HUMAN	3.45e-05	31.6	30.435	46
B2KTG1	sp|O95925|EPPI_HUMAN	6.36e-13	51.6	41.176	51
B2KTG1	sp|O43291|SPIT2_HUMAN	2.53e-12	51.6	37.037	54
B2KTG1	sp|O43291|SPIT2_HUMAN	1.13e-10	47.0	36.538	52
B2KTG1	sp|P02760|AMBP_HUMAN	3.03e-12	51.6	45.098	51
B2KTG1	sp|P02760|AMBP_HUMAN	8.86e-10	44.7	37.736	53
B2KTG1	sp|O43278|SPIT1_HUMAN	3.19e-12	51.6	37.879	66
B2KTG1	sp|O43278|SPIT1_HUMAN	1.1e-10	47.0	36.508	63
B2KTG1	sp|Q06481|APLP2_HUMAN	3.62e-12	51.2	39.623	53
B2KTG1	sp|Q06481|APLP2_HUMAN	3.5	17.3	37.5	16
B2KTG1	sp|P05067|A4_HUMAN	5e-12	50.8	43.478	46
B2KTG1	sp|P48307|TFPI2_HUMAN	5.71e-12	50.4	42.0	50
B2KTG1	sp|P48307|TFPI2_HUMAN	6.38e-12	50.4	43.396	53
B2KTG1	sp|P48307|TFPI2_HUMAN	0.002	26.6	27.586	58
B2KTG1	sp|O95428|PPN_HUMAN	1.35e-11	49.7	38.889	54
B2KTG1	sp|Q2UY09|COSA1_HUMAN	4.76e-11	48.1	34.375	64
B2KTG1	sp|Q2UY09|COSA1_HUMAN	5.9	16.9	46.154	13
B2KTG1	sp|Q2UY09|COSA1_HUMAN	6.4	16.5	38.889	18
B2KTG1	sp|Q2UY09|COSA1_HUMAN	6.4	16.5	46.154	13
B2KTG1	sp|Q2UY09|COSA1_HUMAN	9.2	16.2	38.889	18
B2KTG1	sp|Q02388|CO7A1_HUMAN	7.6e-11	47.8	40.741	54
B2KTG1	sp|Q02388|CO7A1_HUMAN	1.2	18.9	45.0	20
B2KTG1	sp|Q02388|CO7A1_HUMAN	8.7	16.2	55.556	9
B2KTG1	sp|Q9BQY6|WFDC6_HUMAN	9.63e-07	35.4	48.387	31
B2KTG1	sp|Q8IUA0|WFDC8_HUMAN	2.72e-06	34.7	32.692	52
B2ZBB8	sp|P12111|CO6A3_HUMAN	8.08e-18	67.8	44.0	75
B2ZBB8	sp|Q02388|CO7A1_HUMAN	1.12e-15	61.6	45.588	68
B2ZBB8	sp|O95925|EPPI_HUMAN	4.18e-14	55.1	39.655	58
B2ZBB8	sp|Q06481|APLP2_HUMAN	1.2e-12	53.1	41.379	58
B2ZBB8	sp|P05067|A4_HUMAN	1.85e-12	52.4	46.0	50
B2ZBB8	sp|P05067|A4_HUMAN	8.3	16.5	50.0	8
B2ZBB8	sp|O95428|PPN_HUMAN	1.38e-11	50.1	43.137	51
B2ZBB8	sp|O95428|PPN_HUMAN	1.4	18.9	52.941	17
B2ZBB8	sp|O95428|PPN_HUMAN	3.8	17.3	34.783	23
B2ZBB8	sp|P02760|AMBP_HUMAN	1.67e-11	49.7	41.818	55
B2ZBB8	sp|P02760|AMBP_HUMAN	1.07e-10	47.4	39.623	53
B2ZBB8	sp|O43291|SPIT2_HUMAN	2.33e-11	48.9	41.509	53
B2ZBB8	sp|O43291|SPIT2_HUMAN	5.17e-09	42.4	37.037	54
B2ZBB8	sp|P49223|SPIT3_HUMAN	1.12e-10	45.1	37.736	53
B2ZBB8	sp|Q8TEU8|WFKN2_HUMAN	2.31e-10	46.6	39.286	56
B2ZBB8	sp|Q8TEU8|WFKN2_HUMAN	8.88e-07	36.2	39.216	51
B2ZBB8	sp|Q8TEU8|WFKN2_HUMAN	2.3	18.1	27.273	22
B2ZBB8	sp|P10646|TFPI1_HUMAN	1.8e-09	43.9	35.849	53
B2ZBB8	sp|P10646|TFPI1_HUMAN	2.14e-08	40.8	33.333	54
B2ZBB8	sp|P10646|TFPI1_HUMAN	1.4e-07	38.5	35.849	53
B2ZBB8	sp|Q2UY09|COSA1_HUMAN	7.91e-09	42.0	34.043	47
B2ZBB8	sp|P48307|TFPI2_HUMAN	2.66e-08	40.4	42.593	54
B2ZBB8	sp|P48307|TFPI2_HUMAN	2.14e-06	35.0	39.583	48
B2ZBB8	sp|P48307|TFPI2_HUMAN	0.000119	30.0	45.0	40
B2ZBB8	sp|O43278|SPIT1_HUMAN	5.38e-08	39.7	39.623	53
B2ZBB8	sp|O43278|SPIT1_HUMAN	6.48e-08	39.7	36.957	46
B2ZBB8	sp|Q96NZ8|WFKN1_HUMAN	5.83e-08	39.7	35.714	56
B2ZBB8	sp|Q96NZ8|WFKN1_HUMAN	0.017	24.3	31.579	38
B2ZBB8	sp|Q8IUA0|WFDC8_HUMAN	1.53e-07	38.5	38.596	57
B2ZBB8	sp|Q9BQY6|WFDC6_HUMAN	6.88e-07	35.8	50.0	28
B2ZBB8	sp|Q6UDR6|SPIT4_HUMAN	0.000855	27.3	30.357	56
B4ESA2	sp|O43278|SPIT1_HUMAN	1.83e-12	52.0	41.071	56
B4ESA2	sp|O43278|SPIT1_HUMAN	1.15e-08	41.2	32.812	64
B4ESA2	sp|P12111|CO6A3_HUMAN	8.99e-11	47.4	29.688	64
B4ESA2	sp|Q2UY09|COSA1_HUMAN	3.54e-10	45.8	31.148	61
B4ESA2	sp|P10646|TFPI1_HUMAN	1.83e-09	43.5	40.278	72
B4ESA2	sp|P10646|TFPI1_HUMAN	4.56e-09	42.4	37.736	53
B4ESA2	sp|P10646|TFPI1_HUMAN	3.35e-06	34.3	30.189	53
B4ESA2	sp|Q06481|APLP2_HUMAN	2.62e-09	43.1	33.333	51
B4ESA2	sp|O43291|SPIT2_HUMAN	4.61e-09	42.4	41.86	43
B4ESA2	sp|O43291|SPIT2_HUMAN	2.56e-08	40.4	32.075	53
B4ESA2	sp|P02760|AMBP_HUMAN	7.66e-09	42.0	35.088	57
B4ESA2	sp|P02760|AMBP_HUMAN	2.02e-06	35.0	33.333	42
B4ESA2	sp|Q8TEU8|WFKN2_HUMAN	7.89e-09	42.0	42.857	42
B4ESA2	sp|Q8TEU8|WFKN2_HUMAN	8.96e-09	41.6	32.692	52
B4ESA2	sp|O95925|EPPI_HUMAN	1.77e-08	40.0	39.216	51
B4ESA2	sp|P48307|TFPI2_HUMAN	6.78e-08	38.9	40.426	47
B4ESA2	sp|P48307|TFPI2_HUMAN	6.74e-07	36.2	36.364	44
B4ESA2	sp|P48307|TFPI2_HUMAN	0.003	25.8	28.261	46
B4ESA2	sp|Q96NZ8|WFKN1_HUMAN	8.76e-08	38.9	45.714	35
B4ESA2	sp|Q96NZ8|WFKN1_HUMAN	3.91e-05	31.6	28.302	53
B4ESA2	sp|P05067|A4_HUMAN	2.03e-07	37.7	30.435	46
B4ESA2	sp|Q9BQY6|WFDC6_HUMAN	1.11e-06	35.0	37.5	32
B4ESA2	sp|Q6UDR6|SPIT4_HUMAN	1.99e-06	33.9	31.818	66
B4ESA2	sp|O95428|PPN_HUMAN	3.66e-06	34.3	38.889	36
B4ESA2	sp|Q02388|CO7A1_HUMAN	4.3e-06	34.3	32.759	58
B4ESA2	sp|P49223|SPIT3_HUMAN	1.2e-05	32.0	32.558	43
B4ESA2	sp|Q8IUA0|WFDC8_HUMAN	0.005	25.4	26.19	42
B4ESA3	sp|P10646|TFPI1_HUMAN	2.45e-16	62.8	43.103	58
B4ESA3	sp|P10646|TFPI1_HUMAN	2.13e-15	60.5	39.437	71
B4ESA3	sp|P10646|TFPI1_HUMAN	1.05e-12	52.8	44.286	70
B4ESA3	sp|P12111|CO6A3_HUMAN	3.69e-14	57.0	40.385	52
B4ESA3	sp|P12111|CO6A3_HUMAN	1.5	18.5	55.556	9
B4ESA3	sp|P05067|A4_HUMAN	4.7e-13	53.9	46.809	47
B4ESA3	sp|P48307|TFPI2_HUMAN	4.13e-12	50.8	47.17	53
B4ESA3	sp|P48307|TFPI2_HUMAN	4.37e-11	48.1	42.857	56
B4ESA3	sp|P48307|TFPI2_HUMAN	0.12	21.6	27.586	58
B4ESA3	sp|Q06481|APLP2_HUMAN	4.67e-12	51.2	39.216	51
B4ESA3	sp|O43291|SPIT2_HUMAN	1.22e-11	49.7	44.444	54
B4ESA3	sp|O43291|SPIT2_HUMAN	2.73e-07	37.4	32.143	56
B4ESA3	sp|O43278|SPIT1_HUMAN	1.41e-11	49.7	36.364	66
B4ESA3	sp|O43278|SPIT1_HUMAN	2.57e-10	46.2	35.821	67
B4ESA3	sp|P49223|SPIT3_HUMAN	3.85e-11	46.2	38.889	54
B4ESA3	sp|Q2UY09|COSA1_HUMAN	5.05e-11	48.1	37.097	62
B4ESA3	sp|P02760|AMBP_HUMAN	1.03e-10	47.4	39.683	63
B4ESA3	sp|P02760|AMBP_HUMAN	1.46e-10	46.6	40.385	52
B4ESA3	sp|Q8TEU8|WFKN2_HUMAN	1.44e-10	47.0	43.137	51
B4ESA3	sp|Q8TEU8|WFKN2_HUMAN	2.92e-06	34.7	29.787	47
B4ESA3	sp|Q02388|CO7A1_HUMAN	4.83e-10	45.4	42.593	54
B4ESA3	sp|O95428|PPN_HUMAN	1.59e-09	43.9	39.286	56
B4ESA3	sp|O95428|PPN_HUMAN	5.0	16.9	71.429	7
B4ESA3	sp|O95925|EPPI_HUMAN	3.21e-09	42.0	35.714	56
B4ESA3	sp|Q6UDR6|SPIT4_HUMAN	4.85e-08	38.1	33.962	53
B4ESA3	sp|Q96NZ8|WFKN1_HUMAN	8.47e-08	38.9	30.12	83
B4ESA3	sp|Q96NZ8|WFKN1_HUMAN	4.02e-07	37.0	37.255	51
B4ESA3	sp|Q8IUA0|WFDC8_HUMAN	2.67e-07	37.4	35.294	51
B4ESA3	sp|Q9BQY6|WFDC6_HUMAN	4.74e-05	30.8	48.387	31
B4ESA4	sp|P12111|CO6A3_HUMAN	1.33e-16	63.9	44.231	52
B4ESA4	sp|P12111|CO6A3_HUMAN	1.3	18.5	41.176	17
B4ESA4	sp|P48307|TFPI2_HUMAN	3.18e-16	62.0	50.909	55
B4ESA4	sp|P48307|TFPI2_HUMAN	1.64e-09	43.5	39.623	53
B4ESA4	sp|P48307|TFPI2_HUMAN	0.05	22.7	27.66	47
B4ESA4	sp|P10646|TFPI1_HUMAN	1.73e-14	57.8	44.444	72
B4ESA4	sp|P10646|TFPI1_HUMAN	3.02e-14	57.0	42.424	66
B4ESA4	sp|P10646|TFPI1_HUMAN	2.24e-13	54.7	36.667	60
B4ESA4	sp|O43291|SPIT2_HUMAN	6.58e-13	53.1	43.103	58
B4ESA4	sp|O43291|SPIT2_HUMAN	1.92e-07	37.7	31.481	54
B4ESA4	sp|Q06481|APLP2_HUMAN	8.07e-12	50.4	41.176	51
B4ESA4	sp|O43278|SPIT1_HUMAN	1.3e-11	49.7	41.379	58
B4ESA4	sp|O43278|SPIT1_HUMAN	4.6e-11	48.1	34.921	63
B4ESA4	sp|O95925|EPPI_HUMAN	1.51e-11	48.1	40.0	55
B4ESA4	sp|P49223|SPIT3_HUMAN	1.81e-11	47.0	39.216	51
B4ESA4	sp|P05067|A4_HUMAN	3.17e-11	48.5	42.553	47
B4ESA4	sp|Q8TEU8|WFKN2_HUMAN	4.95e-11	48.1	43.137	51
B4ESA4	sp|Q8TEU8|WFKN2_HUMAN	8.43e-06	33.5	25.49	51
B4ESA4	sp|Q2UY09|COSA1_HUMAN	5.73e-11	48.1	37.5	48
B4ESA4	sp|Q2UY09|COSA1_HUMAN	3.9	17.3	38.889	18
B4ESA4	sp|Q02388|CO7A1_HUMAN	1.63e-10	46.6	40.741	54
B4ESA4	sp|Q02388|CO7A1_HUMAN	9.8	16.2	41.667	12
B4ESA4	sp|P02760|AMBP_HUMAN	2.08e-10	46.2	41.176	51
B4ESA4	sp|P02760|AMBP_HUMAN	7.43e-10	44.7	37.5	56
B4ESA4	sp|P02760|AMBP_HUMAN	2.0	18.1	36.0	25
B4ESA4	sp|Q96NZ8|WFKN1_HUMAN	2.27e-10	46.2	39.655	58
B4ESA4	sp|Q96NZ8|WFKN1_HUMAN	4.44e-06	34.3	28.814	59
B4ESA4	sp|O95428|PPN_HUMAN	4.79e-09	42.7	41.176	51
B4ESA4	sp|Q8IUA0|WFDC8_HUMAN	2.23e-08	40.4	35.294	51
B4ESA4	sp|Q6UDR6|SPIT4_HUMAN	1.47e-06	34.3	32.692	52
B4ESA4	sp|Q9BQY6|WFDC6_HUMAN	1.55e-05	32.0	43.75	32
B6ZIW0	sp|O43291|SPIT2_HUMAN	8.48e-31	102.0	35.57	149
B6ZIW0	sp|P10646|TFPI1_HUMAN	1.17e-30	103.0	36.913	149
B6ZIW0	sp|P10646|TFPI1_HUMAN	4.9e-30	102.0	41.085	129
B6ZIW0	sp|P48307|TFPI2_HUMAN	3.27e-23	82.8	38.136	118
B6ZIW0	sp|P48307|TFPI2_HUMAN	1.08e-17	68.2	32.54	126
B6ZIW0	sp|P48307|TFPI2_HUMAN	1.79e-10	48.5	42.857	49
B6ZIW0	sp|Q8TEU8|WFKN2_HUMAN	1.11e-21	80.9	37.736	106
B6ZIW0	sp|Q8TEU8|WFKN2_HUMAN	9.09e-16	63.9	48.148	54
