query	subject	e_value	bitscore	pident	length
Q9DFR6	sp|P12111|CO6A3_HUMAN	5.6	18.1	23.684	38
Q9DFR6	sp|Q02388|CO7A1_HUMAN	1.4	20.0	32.692	52
Q9DFR6	sp|Q8TEU8|WFKN2_HUMAN	1.8	19.6	42.857	14
Q9DFR6	sp|Q06481|APLP2_HUMAN	7.0	17.7	43.75	16
P0A3L6	sp|Q96NZ8|WFKN1_HUMAN	2.7	19.6	32.432	37
P0A3L6	sp|Q8TEU8|WFKN2_HUMAN	8.6	18.1	30.612	49
P0A3L6	sp|P12111|CO6A3_HUMAN	9.1	18.1	23.077	39
Q5I7K9	sp|Q06481|APLP2_HUMAN	1.1	19.6	46.667	15
B0Y3W4	sp|Q02388|CO7A1_HUMAN	0.87	22.7	34.375	32
B0Y3W4	sp|Q02388|CO7A1_HUMAN	4.2	20.4	64.286	14
B0Y3W4	sp|P12111|CO6A3_HUMAN	1.3	21.9	50.0	24
B0Y3W4	sp|P12111|CO6A3_HUMAN	5.0	20.0	38.095	21
B0Y3W4	sp|P12111|CO6A3_HUMAN	9.8	19.2	53.846	13
B0Y3W4	sp|P05067|A4_HUMAN	4.2	20.4	33.333	18
Q6UXB1	sp|P12111|CO6A3_HUMAN	2.9	18.5	37.5	16
Q6UXB1	sp|O43278|SPIT1_HUMAN	8.9	16.9	62.5	8
A9WMF8	sp|Q02388|CO7A1_HUMAN	6.8	19.6	34.884	43
Q59PR3	sp|Q02388|CO7A1_HUMAN	0.46	23.5	27.778	36
Q59PR3	sp|Q02388|CO7A1_HUMAN	9.0	19.2	44.444	18
Q59PR3	sp|Q06481|APLP2_HUMAN	1.2	21.9	31.148	61
Q59PR3	sp|Q96NZ8|WFKN1_HUMAN	2.4	20.8	37.931	29
Q59PR3	sp|P05067|A4_HUMAN	6.1	19.6	27.941	68
Q6IR61	sp|Q6UDR6|SPIT4_HUMAN	4.2	18.9	25.806	31
Q6IR61	sp|P12111|CO6A3_HUMAN	6.8	18.9	40.0	20
Q6IR61	sp|O95428|PPN_HUMAN	9.1	18.5	85.714	7
Q1BZD6	sp|P05067|A4_HUMAN	0.46	23.9	25.926	54
Q1BZD6	sp|P05067|A4_HUMAN	1.2	22.3	38.462	39
Q1BZD6	sp|Q02388|CO7A1_HUMAN	6.5	20.0	42.424	33
Q1BZD6	sp|P12111|CO6A3_HUMAN	7.4	20.0	22.581	62
Q1BZD6	sp|O43278|SPIT1_HUMAN	8.4	19.6	80.0	10
P0DI70	sp|Q02388|CO7A1_HUMAN	0.43	21.9	57.143	14
P0DI70	sp|P02760|AMBP_HUMAN	4.1	18.5	30.0	20
B5BA35	sp|Q06481|APLP2_HUMAN	3.0	20.0	38.71	31
B5BA35	sp|Q06481|APLP2_HUMAN	4.3	19.6	50.0	14
B5BA35	sp|Q2UY09|COSA1_HUMAN	3.6	20.0	54.545	11
B5BA35	sp|Q02388|CO7A1_HUMAN	4.2	19.6	47.619	21
B5BA35	sp|Q02388|CO7A1_HUMAN	7.8	18.9	56.25	16
Q1C6B0	sp|Q8TEU8|WFKN2_HUMAN	0.34	22.3	35.484	31
Q1C6B0	sp|Q06481|APLP2_HUMAN	2.2	20.0	40.909	22
Q1C6B0	sp|Q9BQY6|WFDC6_HUMAN	8.0	17.7	23.529	51
A9MHX5	sp|P12111|CO6A3_HUMAN	0.44	23.5	27.273	110
A9MHX5	sp|P12111|CO6A3_HUMAN	4.0	20.4	36.842	38
A9MHX5	sp|Q02388|CO7A1_HUMAN	3.2	20.4	29.73	37
A7GES9	sp|Q06481|APLP2_HUMAN	2.2	21.2	24.176	91
A7GES9	sp|P12111|CO6A3_HUMAN	3.6	20.4	31.373	51
Q8Y6Q4	sp|P02760|AMBP_HUMAN	0.4	22.3	57.143	14
Q8Y6Q4	sp|Q2UY09|COSA1_HUMAN	5.7	18.9	23.567	157
Q8Y6Q4	sp|P12111|CO6A3_HUMAN	7.9	18.5	35.897	39
Q62981	sp|Q8TEU8|WFKN2_HUMAN	5.2	19.6	32.143	28
Q93246	sp|P10646|TFPI1_HUMAN	1.3	21.2	26.027	73
Q93246	sp|O95428|PPN_HUMAN	1.6	21.2	21.488	121
Q93246	sp|Q2UY09|COSA1_HUMAN	3.4	20.0	50.0	16
Q93246	sp|P12111|CO6A3_HUMAN	4.1	19.6	50.0	12
Q93246	sp|P12111|CO6A3_HUMAN	9.0	18.5	30.556	36
Q93246	sp|Q02388|CO7A1_HUMAN	8.3	18.9	34.146	41
A1A3C5	sp|P05067|A4_HUMAN	0.12	25.4	29.73	74
A1A3C5	sp|Q02388|CO7A1_HUMAN	3.0	20.8	27.869	61
A1A3C5	sp|Q02388|CO7A1_HUMAN	4.0	20.4	37.5	24
A1A3C5	sp|P02760|AMBP_HUMAN	3.6	20.4	20.896	67
A1A3C5	sp|P12111|CO6A3_HUMAN	5.3	20.0	25.806	62
B4HZE8	sp|O95428|PPN_HUMAN	2.1	21.6	30.0	50
B4HZE8	sp|P48307|TFPI2_HUMAN	2.9	20.8	53.846	13
B4HZE8	sp|P12111|CO6A3_HUMAN	7.3	19.6	58.824	17
B4HZE8	sp|Q96NZ8|WFKN1_HUMAN	7.7	19.6	31.481	54
B7I784	sp|P05067|A4_HUMAN	0.047	25.4	29.851	67
B7I784	sp|Q02388|CO7A1_HUMAN	2.7	20.0	36.667	30
Q0HSZ1	sp|P48307|TFPI2_HUMAN	2.7	20.0	35.294	34
Q0HSZ1	sp|Q8IUA0|WFDC8_HUMAN	3.6	19.6	37.5	24
Q0HSZ1	sp|Q8TEU8|WFKN2_HUMAN	4.1	19.6	23.077	65
Q0HSZ1	sp|O95428|PPN_HUMAN	4.8	19.2	37.5	32
Q0HSZ1	sp|Q02388|CO7A1_HUMAN	6.5	18.9	38.095	21
Q0HSZ1	sp|P12111|CO6A3_HUMAN	8.6	18.5	41.379	58
Q0HSZ1	sp|P12111|CO6A3_HUMAN	8.9	18.5	34.483	29
A9Y006	sp|Q02388|CO7A1_HUMAN	4.8	19.2	87.5	8
A9Y006	sp|Q2UY09|COSA1_HUMAN	7.1	18.9	40.0	20
C5A063	sp|P05067|A4_HUMAN	0.33	23.1	42.105	19
C5A063	sp|P05067|A4_HUMAN	6.8	18.9	28.571	49
C5A063	sp|P48307|TFPI2_HUMAN	9.9	18.1	31.25	16
C1L2R7	sp|Q06481|APLP2_HUMAN	4.0	20.4	33.929	56
C1L2R7	sp|Q06481|APLP2_HUMAN	7.3	19.2	30.0	50
Q6BWR0	sp|Q2UY09|COSA1_HUMAN	2.2	20.0	40.0	25
Q6BWR0	sp|Q02388|CO7A1_HUMAN	4.4	18.9	30.556	36
Q54087	sp|Q96NZ8|WFKN1_HUMAN	0.064	25.0	32.5	40
Q54087	sp|Q8TEU8|WFKN2_HUMAN	0.22	23.5	27.692	65
Q54087	sp|P12111|CO6A3_HUMAN	1.4	21.2	40.0	25
Q54087	sp|P12111|CO6A3_HUMAN	5.0	19.2	24.638	69
Q54087	sp|O95428|PPN_HUMAN	4.3	19.6	27.273	33
Q54087	sp|O95428|PPN_HUMAN	5.7	19.2	21.951	41
Q5P162	sp|Q2UY09|COSA1_HUMAN	3.5	20.4	83.333	6
Q5P162	sp|O43278|SPIT1_HUMAN	5.3	19.6	52.941	17
P09029	sp|P12111|CO6A3_HUMAN	2.9	20.4	40.741	27
P09029	sp|Q8IUA0|WFDC8_HUMAN	6.4	19.2	31.579	19
P09029	sp|O95428|PPN_HUMAN	7.0	19.2	60.0	10
A2BVC4	sp|O95428|PPN_HUMAN	0.72	21.2	30.769	52
A2BVC4	sp|O95428|PPN_HUMAN	3.4	18.9	40.741	27
A2BVC4	sp|P12111|CO6A3_HUMAN	2.2	19.6	40.909	22
A2BVC4	sp|P12111|CO6A3_HUMAN	4.9	18.5	33.333	27
A2BVC4	sp|P12111|CO6A3_HUMAN	5.7	18.5	36.667	30
A2BVC4	sp|Q02388|CO7A1_HUMAN	2.4	19.6	27.273	22
A2BVC4	sp|Q02388|CO7A1_HUMAN	4.8	18.5	38.889	18
A2BVC4	sp|Q8TEU8|WFKN2_HUMAN	4.3	18.5	53.846	13
Q9CBU2	sp|Q06481|APLP2_HUMAN	1.1	18.9	33.333	27
Q9CBU2	sp|O95428|PPN_HUMAN	1.5	18.5	35.484	31
Q9CBU2	sp|O43278|SPIT1_HUMAN	8.7	16.2	55.556	9
Q747Q2	sp|O95428|PPN_HUMAN	1.1	21.6	32.0	25
Q747Q2	sp|Q02388|CO7A1_HUMAN	1.6	21.2	26.263	99
Q747Q2	sp|Q02388|CO7A1_HUMAN	8.3	18.9	25.0	64
Q747Q2	sp|Q02388|CO7A1_HUMAN	8.9	18.9	37.5	24
Q747Q2	sp|Q2UY09|COSA1_HUMAN	6.4	19.2	43.75	16
Q747Q2	sp|P12111|CO6A3_HUMAN	9.5	18.9	53.846	13
A9BDA6	sp|P12111|CO6A3_HUMAN	2.8	18.5	37.5	16
A9BDA6	sp|P12111|CO6A3_HUMAN	7.5	17.3	60.0	10
A9BDA6	sp|Q02388|CO7A1_HUMAN	4.8	17.7	42.857	28
A9BDA6	sp|Q2UY09|COSA1_HUMAN	7.2	17.3	29.032	31
A1KS25	sp|P02760|AMBP_HUMAN	0.33	22.3	25.641	78
A1KS25	sp|P12111|CO6A3_HUMAN	1.1	20.8	29.412	34
A1KS25	sp|O43291|SPIT2_HUMAN	5.0	18.5	40.0	15
A1KS25	sp|Q02388|CO7A1_HUMAN	6.2	18.5	43.75	16
Q9CG17	sp|P12111|CO6A3_HUMAN	0.015	27.3	30.612	49
Q9CG17	sp|P05067|A4_HUMAN	4.5	19.2	36.842	19
Q29HT0	sp|P48307|TFPI2_HUMAN	3.5	20.0	24.561	57
Q29HT0	sp|Q02388|CO7A1_HUMAN	5.3	19.6	31.746	63
B6END8	sp|P12111|CO6A3_HUMAN	0.16	25.0	44.444	36
B6END8	sp|Q02388|CO7A1_HUMAN	1.1	21.9	37.209	43
B6END8	sp|Q02388|CO7A1_HUMAN	4.8	20.0	52.941	17
B6END8	sp|P02760|AMBP_HUMAN	3.6	20.4	35.556	45
Q54CJ3	sp|Q8TEU8|WFKN2_HUMAN	2.0	20.0	61.538	13
Q54CJ3	sp|P12111|CO6A3_HUMAN	2.3	20.0	21.698	106
Q54CJ3	sp|P12111|CO6A3_HUMAN	3.0	19.6	26.531	49
Q54CJ3	sp|O95428|PPN_HUMAN	4.5	19.2	34.615	26
F1PBJ0	sp|Q96NZ8|WFKN1_HUMAN	3.5	22.3	30.769	39
F1PBJ0	sp|Q02388|CO7A1_HUMAN	4.7	21.9	43.478	23
F1PBJ0	sp|P12111|CO6A3_HUMAN	6.8	21.6	38.462	26
F1PBJ0	sp|P12111|CO6A3_HUMAN	9.2	21.2	29.67	91
Q6LXQ4	sp|Q8TEU8|WFKN2_HUMAN	0.096	25.4	35.897	39
Q6LXQ4	sp|P12111|CO6A3_HUMAN	0.18	24.6	37.5	24
Q6LXQ4	sp|Q2UY09|COSA1_HUMAN	3.6	20.4	42.857	28
Q6LXQ4	sp|Q2UY09|COSA1_HUMAN	9.5	18.9	36.667	30
Q6LXQ4	sp|P05067|A4_HUMAN	4.1	20.4	28.571	35
Q6LXQ4	sp|O43278|SPIT1_HUMAN	8.2	19.2	23.913	46
Q9I9H8	sp|P12111|CO6A3_HUMAN	3.2	22.3	50.0	16
Q9I9H8	sp|Q02388|CO7A1_HUMAN	5.5	21.6	36.364	22
Q9I9H8	sp|Q96NZ8|WFKN1_HUMAN	7.6	20.8	42.857	14
O09486	sp|O43291|SPIT2_HUMAN	2.3	20.8	45.0	20
O09486	sp|Q96NZ8|WFKN1_HUMAN	2.6	20.8	28.333	60
O09486	sp|O43278|SPIT1_HUMAN	3.4	20.4	35.897	39
O09486	sp|Q06481|APLP2_HUMAN	7.6	19.2	42.857	14
O09486	sp|Q02388|CO7A1_HUMAN	8.5	19.2	30.0	60
O09486	sp|Q02388|CO7A1_HUMAN	9.8	18.9	37.5	32
A1KST5	sp|P12111|CO6A3_HUMAN	7.5	15.8	55.556	9
A0A3G5BID2	sp|Q96NZ8|WFKN1_HUMAN	0.021	26.2	46.154	26
A0A3G5BID2	sp|Q8TEU8|WFKN2_HUMAN	0.43	21.9	34.146	41
A0A3G5BID2	sp|O95428|PPN_HUMAN	0.75	21.2	40.0	20
A0A3G5BID2	sp|P12111|CO6A3_HUMAN	0.77	21.2	31.481	54
A0A3G5BID2	sp|P12111|CO6A3_HUMAN	2.7	19.6	52.941	17
A0A3G5BID2	sp|Q06481|APLP2_HUMAN	2.2	19.6	23.077	52
A0A3G5BID2	sp|Q2UY09|COSA1_HUMAN	3.3	19.2	85.714	7
A0A3G5BID2	sp|O95925|EPPI_HUMAN	6.2	18.1	41.176	17
A0A3G5BID2	sp|P10646|TFPI1_HUMAN	8.8	17.7	34.615	26
Q9N0B3	sp|Q2UY09|COSA1_HUMAN	0.049	26.2	38.182	55
Q9N0B3	sp|Q2UY09|COSA1_HUMAN	0.16	24.6	34.694	49
Q9N0B3	sp|Q2UY09|COSA1_HUMAN	0.19	24.3	30.909	55
Q9N0B3	sp|Q2UY09|COSA1_HUMAN	0.2	24.3	39.024	41
Q9N0B3	sp|Q2UY09|COSA1_HUMAN	6.3	19.2	28.125	32
Q9N0B3	sp|Q2UY09|COSA1_HUMAN	9.5	18.9	29.545	44
Q9N0B3	sp|Q2UY09|COSA1_HUMAN	9.9	18.9	42.857	21
Q9N0B3	sp|O95925|EPPI_HUMAN	0.63	21.9	50.0	18
Q9N0B3	sp|P12111|CO6A3_HUMAN	1.7	21.2	43.478	23
Q9N0B3	sp|Q9BQY6|WFDC6_HUMAN	3.3	19.6	30.556	36
Q9N0B3	sp|Q02388|CO7A1_HUMAN	4.5	20.0	28.205	39
Q9N0B3	sp|P48307|TFPI2_HUMAN	9.5	18.5	40.741	27
A1KB69	sp|P12111|CO6A3_HUMAN	0.48	21.9	43.478	23
A1KB69	sp|P05067|A4_HUMAN	2.8	19.2	46.667	15
A1KB69	sp|P10646|TFPI1_HUMAN	3.4	18.9	41.667	12
P51552	sp|Q2UY09|COSA1_HUMAN	0.39	22.7	27.381	84
P51552	sp|Q2UY09|COSA1_HUMAN	1.0	21.2	23.944	142
P51552	sp|O95428|PPN_HUMAN	0.72	21.9	25.49	51
P51552	sp|P48307|TFPI2_HUMAN	1.1	20.8	27.451	51
P51552	sp|P12111|CO6A3_HUMAN	2.4	20.0	37.037	27
P51552	sp|Q06481|APLP2_HUMAN	4.0	19.2	55.0	20
P51552	sp|P05067|A4_HUMAN	5.5	18.9	37.037	27
P51552	sp|Q02388|CO7A1_HUMAN	7.1	18.5	22.917	96
B4HXL7	sp|O95428|PPN_HUMAN	0.26	23.1	42.857	28
B4HXL7	sp|O95428|PPN_HUMAN	1.6	20.4	37.5	24
B4HXL7	sp|Q06481|APLP2_HUMAN	0.73	21.6	28.571	63
B4HXL7	sp|O43291|SPIT2_HUMAN	5.6	18.9	28.125	32
B8E1E4	sp|P12111|CO6A3_HUMAN	2.8	18.1	40.909	22
B8E1E4	sp|P12111|CO6A3_HUMAN	4.4	17.7	37.5	32
B8E1E4	sp|P12111|CO6A3_HUMAN	5.6	17.3	42.857	14
B8E1E4	sp|Q02388|CO7A1_HUMAN	7.3	16.9	28.571	21
B7M300	sp|Q02388|CO7A1_HUMAN	0.22	23.9	33.333	45
Q58604	sp|Q8IUA0|WFDC8_HUMAN	3.4	19.2	25.0	40
Q58604	sp|P12111|CO6A3_HUMAN	4.2	19.2	58.333	12
Q58604	sp|Q8TEU8|WFKN2_HUMAN	6.9	18.5	33.333	27
Q58604	sp|P05067|A4_HUMAN	7.5	18.1	25.862	58
Q58604	sp|O95428|PPN_HUMAN	7.6	18.5	100.0	5
A0A8B7DWS6	sp|Q96NZ8|WFKN1_HUMAN	0.25	22.7	21.519	79
A0A8B7DWS6	sp|P48307|TFPI2_HUMAN	2.9	19.2	35.294	34
A0A8B7DWS6	sp|Q2UY09|COSA1_HUMAN	3.7	18.9	23.913	46
A0A8B7DWS6	sp|P12111|CO6A3_HUMAN	5.4	18.5	38.71	31
A0A8B7DWS6	sp|O43278|SPIT1_HUMAN	6.8	18.1	34.483	29
A5GDA7	sp|P05067|A4_HUMAN	0.76	22.7	28.947	38
A5GDA7	sp|Q96NZ8|WFKN1_HUMAN	5.0	20.0	38.462	26
A5GDA7	sp|P10646|TFPI1_HUMAN	5.0	20.0	29.787	47
Q8GVB5	sp|Q8TEU8|WFKN2_HUMAN	0.33	23.9	29.545	44
Q8GVB5	sp|P48307|TFPI2_HUMAN	0.59	22.7	30.0	30
Q8GVB5	sp|P10646|TFPI1_HUMAN	5.9	19.6	30.0	40
Q8GVB5	sp|P49223|SPIT3_HUMAN	6.0	19.2	47.059	17
P36553	sp|Q96NZ8|WFKN1_HUMAN	0.1	24.6	33.333	30
P36553	sp|Q06481|APLP2_HUMAN	0.22	23.5	36.364	22
P36553	sp|O95428|PPN_HUMAN	1.3	21.2	32.308	65
P36553	sp|O95428|PPN_HUMAN	2.7	20.4	50.0	12
P36553	sp|Q8TEU8|WFKN2_HUMAN	3.0	20.0	35.0	20
P36553	sp|P12111|CO6A3_HUMAN	3.6	20.0	38.889	18
P36553	sp|P05067|A4_HUMAN	5.8	19.2	43.478	23
P36553	sp|Q02388|CO7A1_HUMAN	9.6	18.5	38.462	13
A1REM9	sp|P12111|CO6A3_HUMAN	2.7	18.9	44.444	18
B5F4M4	sp|Q02388|CO7A1_HUMAN	8.7	18.9	43.75	16
A0Q3H6	sp|P12111|CO6A3_HUMAN	8.6	17.3	33.333	48
A0Q3H6	sp|P02760|AMBP_HUMAN	9.0	17.3	33.333	27
A0Q3H6	sp|P05067|A4_HUMAN	9.5	17.3	36.0	25
Q47NZ5	sp|O95428|PPN_HUMAN	1.8	20.4	29.412	34
Q47NZ5	sp|P05067|A4_HUMAN	6.8	18.5	33.333	27
Q9WVL3	sp|P05067|A4_HUMAN	2.8	22.3	50.0	16
Q9WVL3	sp|P12111|CO6A3_HUMAN	5.8	21.2	20.918	196
Q9WVL3	sp|O95428|PPN_HUMAN	5.9	21.2	28.0	25
Q4FPB0	sp|Q06481|APLP2_HUMAN	3.9	18.5	53.846	13
Q4FPB0	sp|Q02388|CO7A1_HUMAN	6.0	18.1	23.333	30
Q4FPB0	sp|O95428|PPN_HUMAN	6.5	18.1	41.176	17
P53588	sp|Q02388|CO7A1_HUMAN	2.6	20.8	28.947	38
P53588	sp|P12111|CO6A3_HUMAN	7.2	19.6	30.357	56
Q2U6C4	sp|P48307|TFPI2_HUMAN	0.07	27.3	36.364	33
Q2U6C4	sp|P48307|TFPI2_HUMAN	5.9	21.2	25.0	48
Q2U6C4	sp|P05067|A4_HUMAN	5.1	21.9	19.872	156
Q2U6C4	sp|P12111|CO6A3_HUMAN	6.1	21.6	42.857	21
Q2U6C4	sp|P12111|CO6A3_HUMAN	7.9	21.2	29.167	24
Q8CTT4	sp|Q2UY09|COSA1_HUMAN	0.28	22.7	37.931	29
Q8CTT4	sp|O43278|SPIT1_HUMAN	2.7	19.6	45.0	20
Q8CTT4	sp|P12111|CO6A3_HUMAN	5.1	18.9	37.5	24
Q8CTT4	sp|P12111|CO6A3_HUMAN	7.4	18.5	21.739	69
Q8CTT4	sp|Q02388|CO7A1_HUMAN	7.6	18.5	37.037	27
Q8CTT4	sp|Q02388|CO7A1_HUMAN	8.3	18.1	47.368	19
O43024	sp|P12111|CO6A3_HUMAN	1.1	23.5	52.632	19
O43024	sp|P12111|CO6A3_HUMAN	1.2	23.5	31.034	29
O43024	sp|P12111|CO6A3_HUMAN	1.4	23.1	41.176	34
O43024	sp|P12111|CO6A3_HUMAN	1.7	22.7	61.538	13
O43024	sp|P12111|CO6A3_HUMAN	9.2	20.4	35.294	34
O43024	sp|Q2UY09|COSA1_HUMAN	3.2	21.9	22.917	48
O43024	sp|Q2UY09|COSA1_HUMAN	7.0	20.8	34.146	41
O43024	sp|Q2UY09|COSA1_HUMAN	8.4	20.4	33.333	30
O43024	sp|Q02388|CO7A1_HUMAN	4.7	21.2	34.375	32
O43024	sp|Q02388|CO7A1_HUMAN	6.7	20.8	56.25	16
O43024	sp|Q02388|CO7A1_HUMAN	7.2	20.8	34.483	29
O43024	sp|O95428|PPN_HUMAN	8.4	20.4	26.786	56
Q6FWU4	sp|P12111|CO6A3_HUMAN	3.6	20.4	22.0	50
A5W848	sp|Q02388|CO7A1_HUMAN	0.47	22.3	47.826	23
A5W848	sp|P12111|CO6A3_HUMAN	4.2	19.2	22.34	94
A6V1E6	sp|P12111|CO6A3_HUMAN	0.12	23.9	37.255	51
A6V1E6	sp|Q2UY09|COSA1_HUMAN	2.4	19.6	40.0	20
A6V1E6	sp|Q2UY09|COSA1_HUMAN	4.9	18.9	37.037	27
A6V1E6	sp|Q02388|CO7A1_HUMAN	2.7	19.6	29.231	65
Q73X58	sp|P10646|TFPI1_HUMAN	0.9	21.6	22.826	92
B8H164	sp|Q02388|CO7A1_HUMAN	3.6	17.7	70.0	10
B8H164	sp|Q02388|CO7A1_HUMAN	4.3	17.3	36.842	38
B8H164	sp|P05067|A4_HUMAN	4.3	17.3	21.622	37
B8H164	sp|P02760|AMBP_HUMAN	6.9	16.9	25.806	31
B8H164	sp|P12111|CO6A3_HUMAN	7.5	16.9	71.429	7
B8H164	sp|P12111|CO6A3_HUMAN	9.0	16.5	75.0	8
Q6XZH2	sp|P12111|CO6A3_HUMAN	1.3	21.6	50.0	14
Q31V27	sp|O95428|PPN_HUMAN	5.3	16.5	50.0	10
Q31V27	sp|O95428|PPN_HUMAN	7.0	16.2	60.0	10
Q31V27	sp|Q2UY09|COSA1_HUMAN	7.1	16.2	58.333	12
Q0RBC4	sp|O95428|PPN_HUMAN	3.3	21.2	38.462	26
Q0RBC4	sp|P12111|CO6A3_HUMAN	4.9	20.4	57.895	19
Q0RBC4	sp|Q2UY09|COSA1_HUMAN	6.7	20.0	24.324	74
Q0AHC6	sp|O95428|PPN_HUMAN	2.6	19.6	23.077	26
Q0AHC6	sp|Q02388|CO7A1_HUMAN	5.2	18.9	29.545	44
Q0AHC6	sp|P12111|CO6A3_HUMAN	6.5	18.5	28.421	95
Q0AHC6	sp|Q8TEU8|WFKN2_HUMAN	7.5	18.1	50.0	12
P60096	sp|P12111|CO6A3_HUMAN	4.4	18.1	30.0	40
P60096	sp|Q02388|CO7A1_HUMAN	6.2	17.7	27.083	48
P60096	sp|Q02388|CO7A1_HUMAN	6.2	17.7	27.778	36
A1T068	sp|P12111|CO6A3_HUMAN	5.3	18.9	34.615	26
A1T068	sp|Q02388|CO7A1_HUMAN	6.9	18.5	30.556	36
P0DB10	sp|Q2UY09|COSA1_HUMAN	4.0	18.5	26.667	60
P0DB10	sp|O43278|SPIT1_HUMAN	4.8	18.5	66.667	9
P0DB10	sp|O95428|PPN_HUMAN	8.4	17.7	38.095	21
P0DB10	sp|O95428|PPN_HUMAN	8.4	17.7	46.154	13
B8D8U3	sp|P12111|CO6A3_HUMAN	0.028	26.6	26.829	82
B8D8U3	sp|P12111|CO6A3_HUMAN	5.0	19.2	61.538	13
B8D8U3	sp|P12111|CO6A3_HUMAN	5.2	19.2	50.0	16
B8D8U3	sp|Q2UY09|COSA1_HUMAN	0.33	23.1	30.303	33
B8D8U3	sp|Q02388|CO7A1_HUMAN	0.87	21.6	46.667	15
B8D8U3	sp|Q02388|CO7A1_HUMAN	7.3	18.9	53.333	15
B8D8U3	sp|Q02388|CO7A1_HUMAN	9.4	18.5	44.444	18
B8D8U3	sp|P05067|A4_HUMAN	3.6	19.6	36.842	19
B8D8U3	sp|P49223|SPIT3_HUMAN	4.9	18.5	38.889	18
Q2NTW6	sp|P12111|CO6A3_HUMAN	2.3	18.9	26.984	63
Q2NTW6	sp|P12111|CO6A3_HUMAN	5.7	17.3	23.377	77
Q4L6F0	sp|Q2UY09|COSA1_HUMAN	0.73	20.0	25.455	55
Q4L6F0	sp|P12111|CO6A3_HUMAN	4.3	17.7	23.913	46
Q4L6F0	sp|Q06481|APLP2_HUMAN	5.5	17.3	23.256	43
A4W529	sp|Q02388|CO7A1_HUMAN	4.1	20.0	46.667	15
A4W529	sp|P12111|CO6A3_HUMAN	5.0	19.6	37.931	29
A4W529	sp|Q06481|APLP2_HUMAN	7.9	18.9	42.105	19
A4W529	sp|O95428|PPN_HUMAN	10.0	18.5	26.923	26
Q5F840	sp|O95428|PPN_HUMAN	5.7	18.9	27.273	22
Q28635	sp|P12111|CO6A3_HUMAN	0.9	21.9	37.5	24
Q28635	sp|P12111|CO6A3_HUMAN	5.7	19.2	75.0	8
Q28635	sp|O95428|PPN_HUMAN	3.3	20.0	40.0	25
Q28635	sp|Q2UY09|COSA1_HUMAN	8.3	18.9	53.846	13
B1Y2G9	sp|Q8TEU8|WFKN2_HUMAN	0.79	19.6	57.143	14
B1Y2G9	sp|P12111|CO6A3_HUMAN	3.2	18.1	44.444	27
B1Y2G9	sp|Q06481|APLP2_HUMAN	3.6	17.7	38.095	21
B1Y2G9	sp|Q9BQY6|WFDC6_HUMAN	9.3	16.5	40.0	20
B1Y2G9	sp|O95428|PPN_HUMAN	9.4	16.5	25.0	32
A8H6K3	sp|P12111|CO6A3_HUMAN	0.69	22.7	33.333	36
A8H6K3	sp|Q8IUA0|WFDC8_HUMAN	2.2	20.8	46.154	13
A8H6K3	sp|Q8TEU8|WFKN2_HUMAN	5.6	19.6	46.154	13
A8H6K3	sp|Q02388|CO7A1_HUMAN	6.3	19.6	42.857	21
P43247	sp|P12111|CO6A3_HUMAN	4.5	21.2	37.931	29
P43247	sp|P12111|CO6A3_HUMAN	7.4	20.8	45.455	22
P43247	sp|P02760|AMBP_HUMAN	6.0	20.8	31.429	35
P43247	sp|Q02388|CO7A1_HUMAN	7.2	20.8	33.333	60
Q2UUI8	sp|Q06481|APLP2_HUMAN	0.36	22.7	34.375	32
Q2UUI8	sp|Q06481|APLP2_HUMAN	5.1	18.9	87.5	8
Q2UUI8	sp|P05067|A4_HUMAN	0.64	21.9	25.61	82
Q2UUI8	sp|Q8TEU8|WFKN2_HUMAN	3.6	19.6	53.846	13
Q2UUI8	sp|O95428|PPN_HUMAN	5.8	18.9	35.714	28
Q2UUI8	sp|Q2UY09|COSA1_HUMAN	9.2	18.1	25.926	27
Q1GC80	sp|P12111|CO6A3_HUMAN	0.21	24.3	29.333	75
Q1GC80	sp|Q8TEU8|WFKN2_HUMAN	2.4	20.8	33.333	45
Q1GC80	sp|Q06481|APLP2_HUMAN	6.3	19.6	33.333	24
O60931	sp|P12111|CO6A3_HUMAN	3.4	20.4	39.13	23
O60931	sp|Q96NZ8|WFKN1_HUMAN	4.8	19.6	38.462	26
O60931	sp|O95428|PPN_HUMAN	6.3	19.2	52.941	17
P01987	sp|P12111|CO6A3_HUMAN	3.5	18.5	40.625	32
P01987	sp|P12111|CO6A3_HUMAN	9.9	17.3	71.429	7
P01987	sp|Q06481|APLP2_HUMAN	7.6	17.3	41.176	17
Q9Z0T9	sp|P12111|CO6A3_HUMAN	0.26	25.0	20.155	129
Q9Z0T9	sp|P12111|CO6A3_HUMAN	0.32	24.6	24.561	57
Q9Z0T9	sp|P12111|CO6A3_HUMAN	2.2	21.9	30.233	43
Q9Z0T9	sp|Q02388|CO7A1_HUMAN	0.27	25.0	30.108	93
Q9Z0T9	sp|Q02388|CO7A1_HUMAN	1.5	22.7	32.432	37
Q9Z0T9	sp|Q96NZ8|WFKN1_HUMAN	8.2	20.0	32.653	49
Q9Z0T9	sp|Q8TEU8|WFKN2_HUMAN	8.4	20.0	27.692	65
Q2RK28	sp|Q2UY09|COSA1_HUMAN	1.5	21.6	39.286	28
